Title,Director,Type,My Rating,Average Rating,Date Watched,Date Added,Language,Genre,Status,URL
Special Chabbis,Neeraj Pandey,Movie,4,4.0,10/8/2013,10/8/2013,English,Thriller,Watched,
Le passe,Asghar Farhadi,Movie,4,3.9,10/8/2013,10/8/2013,French,Drama,Watched,
Along Came Polly,John Hamburg,Movie,4,3.0,10/8/2013,10/8/2013,English,Comedy,Watched,
Lars and the Real Girl,Craig Gillespie,Movie,5,3.7,9/22/2013,9/22/2013,English,Drama,Watched,
Mud,Jeff Nichols,Movie,4,3.7,9/18/2013,9/18/2013,English,Drama,Watched,
The Departed,Martin Scorsese,Movie,4,4.3,9/4/2013,9/4/2013,English,Thriller,Watched,
L.A. Confidential,Curtis Hanson,Movie,4,4.2,9/4/2013,9/4/2013,English,Thriller,Watched,
To Kill a Mockingbird,Robert Mulligan,Movie,4,4.2,9/4/2013,9/4/2013,English,Drama,Watched,
Do the Right Thing,Spike Lee,Movie,4,4.0,9/4/2013,9/4/2013,English,Drama,Watched,
Rashomon,Akira Kurosawa,Movie,5,4.2,9/4/2013,9/4/2013,Japanese,Drama,Watched,
Summer of Sam,Spike Lee,Movie,3,3.3,9/1/2013,9/1/2013,English,Thriller,Watched,
He Got Game,Spike Lee,Movie,4,3.5,9/1/2013,9/1/2013,English,Sport,Watched,
21 Grams,Alejandro Innaritu,Movie,4,3.9,8/25/2013,8/25/2013,English,Drama,Watched,
Veep,Armando Iannucci,Series,4,4.1,8/16/2013,8/16/2013,English,Comedy,Watched,
No,Pablo Larrain,Movie,4,3.7,8/11/2013,8/11/2013,Spanish,History,Watched,
The Gatekeepers,Dror Moreh,Movie,3,3.8,8/8/2013,8/8/2013,English,War,Watched,
Being John Malkovich,Spike Jonze,Movie,5,3.9,8/4/2013,8/4/2013,English,Comedy,Watched,
Fruitvale Station,Ryan Coogler,Movie,5,3.8,8/3/2013,8/3/2013,English,Biography,Watched,
The Science of Sleep,Michel Gondry,Movie,5,3.7,8/3/2013,8/3/2013,French,Romance,Watched,
Trainspotting,Danny Boyle,Movie,4,4.1,8/2/2013,8/2/2013,English,Drama,Watched,
Inside Man,Spike Lee,Movie,5,3.8,8/2/2013,8/2/2013,English,Thriller,Watched,
The Hangover,Todd Phillips,Movie,3,3.9,7/26/2013,7/26/2013,English,Comedy,Watched,
Treme,David Simon,Series,1,4.1,7/23/2013,7/23/2013,English,Drama,Watched,
Sarkar,Ram Gopal Varma,Movie,1,3.9,7/23/2013,7/23/2013,Hindi,Crime,Watched,
Our Idiot Brother,Jesse Peretz,Movie,4,3.2,7/21/2013,7/21/2013,English,Comedy,Watched,
The Emperor and the Assassin,Kaige Chen,Movie,1,3.7,7/17/2013,7/17/2013,English,History,Watched,
Charlie Wilson's War,Mike Nichols,Movie,3,3.6,7/12/2013,7/12/2013,English,Biography,Watched,
Lootera,Vikramaditya Motwane,Movie,4,3.7,7/7/2013,7/7/2013,Hindi,Romance,Watched,
Shanghai,Dibakar Banerjee,Movie,4,3.6,7/7/2013,7/7/2013,Hindi,Thriller,Watched,
"Crazy, Stupid, Love","Glenn Ficarra, John Requa",Movie,2,3.7,7/6/2013,7/6/2013,English,"Comedy, Family",Watched,
Departures,Yojiro Takita,Movie,3,4.1,7/5/2013,7/5/2013,Japanese,Drama,Watched,
3:10 to Yuma,James Mangold,Movie,4,3.9,7/4/2013,7/4/2013,English,Western,Watched,
The Ides of March,George Clooney,Movie,4,3.6,7/4/2013,7/4/2013,English,Thriller,Watched,
Easy money,Daniel Espinosa,Movie,2,3.4,6/25/2013,6/25/2013,Swedish,Thriller,Watched,
Downfall,Oliver Hirschbiegel,Movie,2,4.1,6/18/2013,6/18/2013,German,War,Watched,
Tinker Tailor Soldier Spy,Tomas Alfredson,Movie,3,3.6,6/18/2013,6/18/2013,English,Thriller,Watched,
Valkyrie,Bryan Singer,Movie,4,3.6,6/18/2013,6/18/2013,English,Thriller,Watched,
Kai po che!,Abhishek Kapoor,Movie,3,3.8,6/10/2013,6/10/2013,Hindi,Sport,Watched,
Talaash,Reema Kagti,Movie,2,3.7,6/9/2013,6/9/2013,Hindi,Thriller,Watched,
Malcolm X,Spike Lee,Movie,3,3.9,6/2/2013,6/2/2013,English,Biography,Watched,
Kagemusha,Akira Kurosawa,Movie,4,4.0,5/24/2013,5/24/2013,Japanese,Drama,Watched,
The Siege,Edward Zwick,Movie,4,3.2,5/18/2013,5/18/2013,English,Thriller,Watched,
The Conversation,Francis Ford Coppola,Movie,4,4.0,5/12/2013,5/12/2013,English,Thriller,Watched,
Zero Dark Thirty,Kathryn Bigelow,Movie,5,3.7,5/12/2013,5/12/2013,English,Thriller,Watched,
Frankie and Johnny,Garry Marshall,Movie,3,3.4,4/28/2013,4/28/2013,English,Romance,Watched,
The Rise,Rowan Athale,Movie,3,3.3,4/28/2013,4/28/2013,English,Thriller,Watched,
Concussion,Stacie Passon,Movie,3,2.9,4/28/2013,4/28/2013,English,Drama,Watched,
A Hijacking,Tobias Lindholm,Movie,4,3.6,4/28/2013,4/28/2013,Danish,Thriller,Watched,
The Way Way Back,"Jim Rash, Nat Faxon",Movie,4,3.7,4/26/2013,4/26/2013,English,"Comedy, Family",Watched,
The Savages,Tamara Jenkins,Movie,2,3.6,4/23/2013,4/23/2013,English,Drama,Watched,
Sunshine Cleaning,Christine Jeffs,Movie,4,3.5,4/23/2013,4/23/2013,English,Drama,Watched,
Life of Pi,Ang Lee,Movie,3,4.0,4/11/2013,4/11/2013,English,Fantasy,Watched,
Argo,Ben Affleck,Movie,4,3.9,4/11/2013,4/11/2013,English,Thriller,Watched,
Looper,Rian Johnson,Movie,4,3.7,4/11/2013,4/11/2013,English,Thriller,Watched,
Silver Linings Playbook,David O. Russell,Movie,5,3.9,4/11/2013,4/11/2013,English,Drama,Watched,
Beasts of the Southern Wild,Benh Zeitlin,Movie,3,3.7,3/9/2013,3/9/2013,English,Fantasy,Watched,
Roman Holiday,William Wyler,Movie,4,4.1,2/12/2013,2/12/2013,English,Romance,Watched,
The Graduate,Mike Nichols,Movie,4,4.0,2/12/2013,2/12/2013,English,Drama,Watched,
Manhattan,Woody Allen,Movie,4,4.0,2/12/2013,2/12/2013,English,Romance,Watched,
Eyes Wide Shut,Stanley Kubrick,Movie,4,3.7,2/12/2013,2/12/2013,English,Thriller,Watched,
House of Cards,Beau Willimon,Series,4,4.4,2/10/2013,2/10/2013,English,Thriller,Watched,
Diary of a Wimpy Kid: Dog Days,David Bowers,Movie,4,3.2,12/29/2012,12/29/2012,English,Comedy,Watched,
Sabrina,Billy Wilder,Movie,2,3.9,12/27/2012,12/27/2012,English,Comedy,Watched,
The Apartment,Billy Wilder,Movie,4,4.2,12/27/2012,12/27/2012,English,Comedy,Watched,
Irma la Douce,Billy Wilder,Movie,4,3.7,12/27/2012,12/27/2012,English,Comedy,Watched,
Premium Rush,David Koepp,Movie,3,3.3,12/25/2012,12/25/2012,English,Thriller,Watched,
Lincoln,Steven Spielberg,Movie,4,3.7,12/24/2012,12/24/2012,English,Biography,Watched,
X: First Class,Matthew Vaughn,Movie,3,3.9,12/19/2012,12/19/2012,English,Fantasy,Watched,
Jiro Dreams of Sushi,David Gelb,Movie,5,4.0,12/15/2012,12/15/2012,English,"Documentary, Cooking",Watched,
Headhunters,Morten Tyldum,Movie,4,3.8,12/10/2012,12/10/2012,Norwegian,Thriller,Watched,
Barfi!,Anurag Basu,Movie,1,4.1,12/9/2012,12/9/2012,Hindi,Romance,Watched,
Khosla Ka Ghosla!,Dibakar Banerjee,Movie,4,4.2,12/9/2012,12/9/2012,Hindi,Comedy,Watched,
Oye Lucky! Lucky Oye!,Dibakar Banerjee,Movie,4,3.9,12/9/2012,12/9/2012,Hindi,Comedy,Watched,
The Fighter,David O. Russell,Movie,5,3.9,12/9/2012,12/9/2012,English,Sport,Watched,
Wreck-It Ralph,Rich Moore,Movie,4,3.9,12/8/2012,12/8/2012,English,Fantasy,Watched,
The Kids Are All Right,Lisa Cholodenko,Movie,2,3.5,12/6/2012,12/6/2012,English,Drama,Watched,
Dil Chahta Hai,Farhan Akhtar,Movie,4,4.1,12/6/2012,12/6/2012,Hindi,Comedy,Watched,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,Movie,5,4.2,12/6/2012,12/6/2012,English,Comedy,Watched,
Katha,Sai Paranjape,Movie,5,4.0,12/6/2012,12/6/2012,Hindi,Comedy,Watched,
Peepli (Live),"Anusha Rizvi, Mahmood Farooqui",Movie,5,3.7,12/6/2012,12/6/2012,Hindi,Drama,Watched,
Skyfall,Sam Mendes,Movie,3,3.9,12/2/2012,12/2/2012,English,Thriller,Watched,
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,Movie,4,4.1,12/2/2012,12/2/2012,Hindi,Sport,Watched,
3 Idiots,Rajkumar Hirani,Movie,1,4.2,11/26/2012,11/26/2012,English,Comedy,Watched,
Rise of the Guardians,Peter Ramsey,Movie,2,3.7,11/25/2012,11/25/2012,English,Fantasy,Watched,
I Heart Huckabees,David O. Russell,Movie,2,3.4,11/16/2012,11/16/2012,English,Comedy,Watched,
The Adjustment Bureau,George Nolfi,Movie,3,3.6,11/11/2012,11/11/2012,English,Sci-Fi,Watched,
Hanna,Joe Wright,Movie,3,3.4,11/11/2012,11/11/2012,English,Thriller,Watched,
